07:05:00,55.608959,13.003457000000001
07:12:00,55.605881999999994,13.022216
07:14:19,55.609577,13.032606
07:14:59,55.61228199999999,13.038194
07:15:34,55.61415600000001,13.041967
07:16:36,55.617976,13.047224
07:17:21,55.620697,13.053527
07:18:47,55.624435,13.062349000000001
07:19:11,55.626298,13.064505
07:19:50,55.628939,13.067703999999999
07:22:00,55.631629000000004,13.070661
07:23:55,55.633295,13.079694
07:24:38,55.633697999999995,13.084082
07:25:16,55.634225,13.088
07:27:00,55.632562,13.097677000000001
