date,11:48:00,55.549549549549546,13.027145853062517
date,11:48:27,55.549549549549546,13.027145853062517
date,11:50:34,55.567567567567565,13.001255200633002
date,11:51:11,55.567567567567565,13.001255200633002
date,11:51:44,55.567567567567565,13.001255200633002
date,11:52:43,55.567567567567565,13.001255200633002
date,11:53:45,55.567567567567565,13.001255200633002
date,11:54:41,55.567567567567565,13.001255200633002
date,11:56:44,55.567567567567565,13.033121022203181
date,11:59:00,55.585585585585584,13.007222517857812
date,12:01:00,55.585585585585584,13.039102965205503
date,12:02:15,55.585585585585584,13.007222517857812
date,12:03:44,55.585585585585584,13.007222517857812
date,12:05:21,55.585585585585584,13.007222517857812
date,12:09:00,55.585585585585584,13.007222517857812
date,12:10:11,55.585585585585584,13.007222517857812
date,12:12:40,55.6036036036036,13.013196602872021
date,12:15:13,55.6036036036036,13.013196602872021
date,12:18:00,55.6036036036036,13.013196602872021
date,12:22:04,55.6036036036036,13.013196602872021
date,12:24:00,55.6036036036036,13.013196602872021
